event	Eta	Phi	pT
61217	-0.417361	4.7904	3.16448
61217	-0.429379	4.69035	8.30703
61217	-0.418601	4.60675	5.33173e-05
61217	0.0666432	4.47181	1.08029
61217	-0.0416969	4.44204	3.26756e-05
61217	-0.172594	4.45798	1.28681
61217	-0.139587	4.49312	14.8592
61217	0.0115265	4.78048	6.71463
61217	-0.0817849	4.75187	15.4911
61217	-0.109987	4.70118	0.000123418
61217	-0.106791	4.61446	8.80305e-05
61217	-0.0772994	4.66744	0.000135619
61217	-0.107196	4.6169	7.52562e-05
61217	-0.117409	4.65605	19.5695
61217	-0.0381784	4.65079	13.4002
61217	0.0567166	4.61851	6.08719e-05
61217	0.0357768	4.61514	0.997902
61217	-0.0619126	4.57344	3.78385
61217	-0.0227865	4.59829	7.27217
61217	-0.0154454	4.5728	0.000102215
61217	0.010999	4.52872	5.33635
61217	-0.00336401	4.54764	3.60785
61217	-0.0100494	4.53567	9.65857
