event	Eta	Phi	pT
36516	0.591923	2.8006	2.29549
36516	0.938308	2.30068	3.50293e-05
36516	0.342967	2.63148	5.47535
36516	0.411832	2.63835	4.50489
36516	0.836553	2.5239	4.81998
36516	0.726067	2.60399	15.7327
36516	0.820357	2.46429	2.26634
36516	0.476761	2.03422	2.66097
36516	0.361397	2.50439	4.17833e-05
36516	0.327726	2.44126	5.18006e-05
36516	0.308804	2.27046	3.47192
36516	0.349997	2.2872	0.984789
36516	0.459868	2.18319	4.94434e-05
36516	0.503995	2.16065	5.75366
36516	0.526913	2.15904	1.54255
36516	0.730011	2.42155	5.29716e-05
36516	0.530894	2.46628	11.2781
36516	0.571285	2.20785	3.6886e-05
36516	0.549472	2.21501	0.000101847
36516	0.532468	2.37093	7.95341e-05
36516	0.569434	2.36736	8.15099
36516	0.54049	2.30629	7.88311e-05
36516	0.567834	2.25825	3.47056e-05
36516	0.579177	2.29563	31.606
