event	Eta	Phi	pT
53919	1.41535	2.05678	4.79213
53919	1.76841	2.40466	4.60567
53919	1.70144	2.20489	1.29942
53919	1.69823	2.22237	7.88752e-05
53919	1.63625	2.28459	1.43083
53919	1.63848	2.31772	3.95976
53919	1.70242	2.23958	9.39271
53919	1.67841	2.25721	4.71681
53919	1.67604	2.26524	94.4458
53919	1.71991	2.26311	15.1681
53919	1.75047	2.28496	2.77196
53919	1.74338	2.2886	17.7286
53919	1.72265	2.27461	0.000268494
53919	1.7186	2.27538	0.00151546
53919	1.71801	2.27548	58.6227
53919	1.69656	2.27651	0.000319842
53919	1.70601	2.28223	0.000131844
53919	1.72267	2.28713	0.000201815
53919	1.70734	2.32521	288.64
