event	Eta	Phi	pT
16435	0.0439844	5.57761	0.975998
16435	0.53731	5.9943	2.24455e-05
16435	0.388434	5.99363	2.49357
16435	0.664096	5.64573	1.67273
16435	0.468654	5.90338	5.4878
16435	0.163163	5.83911	4.26355e-05
16435	0.142677	5.6719	6.43324
16435	0.286918	5.49739	5.35665
16435	0.539446	5.51812	0.973224
16435	0.396429	5.50031	2.05137
16435	0.581738	5.71709	2.45167
16435	0.334787	5.84837	3.62935
16435	0.388775	5.52359	4.77758e-05
16435	0.289499	5.79232	7.26461e-05
16435	0.379114	5.55528	3.12998
16435	0.293836	5.65434	4.6353
16435	0.288956	5.70585	2.90788e-05
16435	0.459607	5.81856	8.28408e-05
16435	0.312175	5.75679	7.81668e-05
16435	0.523266	5.70908	4.34997e-05
16435	0.406885	5.78093	0.000196765
16435	0.359735	5.75125	3.18171e-05
16435	0.399123	5.75909	2.65401e-05
16435	0.417419	5.70573	19.5422
