event	Eta	Phi	pT
13536	1.05546	1.08433	2.89503e-05
13536	0.935964	1.07865	7.9942e-05
13536	0.925124	1.0142	7.86128e-05
13536	0.841071	1.04176	5.01006
13536	0.890436	1.02749	6.46457
13536	0.744857	1.02201	2.04997
13536	0.889414	0.981003	4.59506
13536	0.889986	0.968572	5.00745
13536	0.912981	0.943824	3.82145e-05
13536	0.90893	0.94073	8.96351
13536	0.957235	0.823145	3.79332
13536	0.838542	0.935299	2.37141e-05
13536	0.776226	0.94105	1.01019
13536	0.814791	0.889115	3.51968
13536	0.851224	0.803998	2.58261
13536	0.866323	0.802672	18.2444
13536	0.730238	0.638376	2.10686
13536	0.757005	0.660471	5.54028
13536	0.748004	0.761615	59.6172
