event	Eta	Phi	pT
66952	0.888074	5.32215	2.61998e-05
66952	0.999788	5.20712	1.58249
66952	0.934952	5.3667	10.8729
66952	1.23324	5.85248	2.36244
66952	1.23678	5.66184	3.45368
66952	1.22206	5.67329	7.8903
66952	1.16469	5.42003	11.3144
66952	1.15495	5.52558	4.44825
66952	1.19475	5.53952	2.65524
66952	1.19794	5.50094	7.93483e-05
66952	1.3461	5.46249	4.91683
66952	1.27513	5.46134	1.67691
66952	1.30029	5.4677	20.1053
66952	1.27348	5.57382	5.95601e-05
66952	1.21075	5.52607	7.13744e-05
66952	1.28037	5.50432	7.7993
66952	1.26144	5.52179	17.9195
