event	Eta	Phi	pT
53079	-0.981982	0.69537	6.84749
53079	-0.935063	0.888187	1.48184
53079	-1.09331	1.15828	5.84212
53079	-1.07271	1.06805	2.75175e-05
53079	-1.01291	0.897411	2.77062e-05
53079	-1.10241	1.04623	2.48544e-05
53079	-1.10257	1.04634	3.11301e-05
53079	-1.0547	0.869637	1.32068
53079	-1.07332	0.964245	2.96535e-05
53079	-1.25852	0.625662	2.17164
53079	-1.11701	0.737556	1.80973
53079	-1.3355	1.09833	4.04882e-05
53079	-1.23745	0.997641	4.83236e-05
53079	-1.35716	1.06088	2.11414e-05
53079	-1.34405	0.965886	8.04601
53079	-1.3813	0.965361	3.7603
53079	-1.36467	0.920399	0.0002501
53079	-1.38967	0.876062	24.7066
53079	-1.21331	0.886282	2.37379e-05
53079	-1.22191	0.862192	5.91187
