event	Eta	Phi	pT
11585	-0.195542	0.366922	2.26992e-05
11585	-0.225346	0.337298	2.01359e-05
11585	-0.246738	0.320517	34.6869
11585	-0.250537	0.335401	9.68961
11585	-0.337733	0.0718835	4.12672
11585	-0.0796062	0.284538	3.07327
11585	0.00832499	6.03607	0.891015
11585	0.0043184	6.0674	8.14557
11585	-0.0123184	6.08513	4.33795e-05
11585	-0.257699	0.03375	1.70239
11585	-0.18925	6.2212	1.73524
11585	0.119186	0.0687041	2.08574e-05
11585	-0.1381	0.084045	4.29701e-05
11585	-0.0811769	6.222	7.7644
11585	0.00984659	6.22586	4.52844e-05
11585	0.0105873	0.131974	4.42799
11585	-0.0821544	6.27277	2.19467
11585	0.00218891	6.28257	8.67664e-05
11585	0.0049299	6.27643	8.13859
11585	0.0216462	0.0267298	9.89215
11585	-0.0715954	0.0332291	3.28505
11585	-0.0620998	0.0284394	0.000294498
11585	-0.0442006	0.0391796	0.000210858
11585	-0.0275341	0.0579255	3.43142e-05
11585	-0.025556	0.0550693	48.7472
