event	Eta	Phi	pT
85939	-0.391521	5.32097	8.15484
85939	-0.466298	5.28888	1.20917
85939	-0.857298	5.62508	2.19148
85939	-0.841194	5.59837	2.70228
85939	-0.679234	5.34382	2.35019e-05
85939	-0.597709	5.82987	2.16572
85939	-0.773843	5.70778	2.01818e-05
85939	-0.421084	5.38049	0.000103975
85939	-0.4223	5.42407	2.32987
85939	-0.374642	5.55217	2.47078
85939	-0.579642	5.44488	2.91681
85939	-0.501172	5.46511	0.88852
85939	-0.602694	5.66978	5.22317
85939	-0.515478	5.51469	4.98108
85939	-0.532007	5.65974	1.90802
85939	-0.543764	5.53439	2.77466
85939	-0.606988	5.63127	5.41683e-05
85939	-0.529952	5.55456	1.9191
85939	-0.556815	5.63039	4.92475e-05
85939	-0.591419	5.62546	7.85876
85939	-0.600002	5.54157	0.875722
85939	-0.598708	5.60619	6.81693
85939	-0.555016	5.60902	1.07448
85939	-0.560352	5.60663	3.35785
85939	-0.585764	5.5991	13.604
85939	-0.537238	5.57999	0.000175801
85939	-0.544772	5.55641	5.92442
85939	-0.558614	5.5478	0.00010676
85939	-0.56422	5.55824	3.81587
85939	-0.572712	5.57159	33.2789
