event	Eta	Phi	pT
69352	0.816332	5.61243	3.97066
69352	0.608137	5.81525	3.73211e-05
69352	0.871671	5.68984	2.68659e-05
69352	0.671195	5.98337	3.15222
69352	0.715713	5.78507	2.61141e-05
69352	0.775178	5.73764	2.23871
69352	0.749197	5.77598	3.93852
69352	0.797201	5.73596	0.884406
69352	0.805155	5.73841	5.53912
69352	0.749682	6.03292	3.5549
69352	0.808732	5.80665	4.99482e-05
69352	0.870991	5.84368	0.00012967
69352	0.839859	5.82329	0.000139886
69352	0.821955	5.82073	6.52657e-05
69352	0.790198	5.89654	2.93475
69352	0.811184	5.88515	17.7842
69352	0.795264	5.98143	5.37374
69352	0.940458	5.79763	3.70086e-05
69352	0.858063	5.90939	7.04487e-05
69352	0.888729	5.92257	9.43585
69352	0.878911	5.93454	8.2806
69352	1.04005	5.91052	2.88989
69352	1.05358	5.92782	8.5251
69352	1.01359	5.9397	0.00021079
69352	1.00601	6.0143	26.4441
