event	Eta	Phi	pT
97833	0.834631	0.0281245	3.18432
97833	1.23732	5.82331	10.0141
97833	1.22067	5.89583	9.07384
97833	1.06649	5.8199	5.31141e-05
97833	0.811016	6.18158	4.63761e-05
97833	1.24031	5.96722	4.49543e-05
97833	1.23681	6.03834	4.45388e-05
97833	0.89416	6.18567	0.000114197
97833	1.0092	5.89482	5.28428
97833	1.12361	5.95072	6.89076e-05
97833	1.0393	6.20819	1.91602
97833	0.930877	5.96827	0.896364
97833	0.892297	6.07978	2.25184e-05
97833	0.957319	6.16446	3.85539
97833	0.943363	6.15162	17.6501
97833	1.11416	6.00285	9.56382
97833	1.09732	6.10183	3.21155
97833	1.10313	6.05293	27.6208
97833	1.06223	6.13249	5.31584e-05
97833	1.00717	6.14563	7.81739
97833	1.06853	6.11232	1.36682
97833	0.946716	6.09345	8.90332e-05
97833	0.979654	6.10926	9.85518
97833	0.99433	6.09819	2.72511
97833	0.962501	6.07451	0.000107229
97833	0.976411	6.02302	26.1003
97833	1.05012	6.00981	0.000121254
97833	1.06549	6.05207	3.62786
97833	0.980729	6.04773	0.000332687
97833	1.02728	6.08148	4.88906
97833	0.987801	6.05171	6.42989e-05
97833	1.02125	6.04509	51.1017
