event	Eta	Phi	pT
83680	1.76824	3.09997	1.61214
83680	2.32572	2.92204	2.01946
83680	2.24716	2.90484	0.495097
83680	1.95311	3.41542	0.894002
83680	1.90355	3.06604	8.03699
83680	1.93758	3.10433	1.13967
83680	1.93917	3.18007	2.02805e-05
83680	2.09886	3.38465	1.31951
83680	2.05738	3.32274	2.40177e-05
83680	2.14541	3.32836	0.86802
83680	2.11399	3.20294	4.75044e-05
83680	2.05616	3.20861	35.9651
83680	2.19903	3.27461	4.05618
83680	2.15582	3.22826	0.000176484
83680	2.26291	3.19195	8.26836e-05
83680	2.18699	3.22257	0.000295435
83680	2.18002	3.20365	0.000107093
83680	2.20786	3.17147	47.3064
