event	Eta	Phi	pT
67578	0.432738	0.121186	3.15659e-05
67578	-0.0649065	0.397118	1.40735
67578	0.084958	0.363269	5.70636e-05
67578	0.108282	0.291865	3.33649
67578	-0.124959	0.206216	1.95563
67578	0.187101	0.142295	7.91802
67578	0.204275	0.0644128	9.727
67578	0.0886163	0.215656	2.75395
67578	0.050362	6.17397	0.862723
67578	0.0284421	0.175408	6.86632
67578	0.0332812	6.27688	2.12658
67578	0.0289036	0.0645217	7.95168
67578	0.0353708	0.0290628	10.5733
67578	0.00318357	0.00344134	0.000132558
67578	-0.0167738	0.0316546	6.06421
67578	0.00237972	0.0320931	23.4741
