event	Eta	Phi	pT
44275	2.313	1.65328	0.628005
44275	2.07631	2.26142	1.04723
44275	1.9373	2.20206	2.27578e-05
44275	2.09147	2.25201	1.38454
44275	2.1014	2.22219	3.18815e-05
44275	2.27416	2.12624	6.36696
44275	2.15494	2.17766	2.91789
44275	2.07159	2.1558	0.882501
44275	2.27251	2.01747	2.559
44275	2.09233	2.13904	1.70691
44275	2.09167	2.08812	3.12167
44275	2.09273	2.09562	0.729022
44275	1.92325	1.93966	0.913862
44275	1.98083	1.99329	1.67428
44275	2.11254	1.85993	8.25449e-05
44275	2.06185	1.89923	11.5319
44275	2.06906	1.87088	20.8338
44275	2.0911	1.88321	1.12361
