event	Eta	Phi	pT
57492	1.06176	3.78678	2.3529e-05
57492	1.01765	4.14804	3.1905
57492	0.895693	3.65222	7.26856
57492	1.01325	3.96933	4.21597e-05
57492	0.952751	3.87439	9.35002e-05
57492	0.854291	3.7393	5.68264
57492	0.913931	3.85281	2.18601e-05
57492	0.882305	4.00328	3.87541e-05
57492	0.920878	3.98724	10.2774
57492	0.884453	3.87012	2.54131e-05
57492	0.817019	3.85124	4.74864e-05
57492	0.59976	4.21028	3.1715
57492	0.597804	4.10243	1.09056
57492	0.551055	3.95878	0.00032451
57492	0.589933	3.96336	50.3484
