event	Eta	Phi	pT
64118	-0.478805	5.93085	2.83414
64118	-0.0955959	0.0650314	0.949419
64118	-0.0846402	0.0609822	10.9793
64118	0.1441	5.80455	2.69521
64118	-0.0181092	6.19547	6.32299e-05
64118	-0.0597197	6.22142	0.000107056
64118	-0.0812467	6.17513	10.8669
64118	-0.165994	6.16269	2.21022
64118	-0.0197071	6.10024	7.53977
64118	-0.158505	6.01887	7.26474
64118	-0.15584	5.86654	0.000146903
64118	-0.204294	5.89051	0.000210795
64118	-0.212182	5.85078	16.5051
64118	-0.151021	5.8935	8.44416e-05
64118	-0.11353	5.90236	8.52995
