event	Eta	Phi	pT
10344	0.518351	4.16405	4.40219
10344	0.431223	4.25258	2.01854
10344	0.628685	4.8262	2.00128e-05
10344	0.732048	4.62157	1.65779
10344	0.859614	4.56706	0.000344699
10344	0.866648	4.6142	1.00439
10344	0.822993	4.5958	5.55045
10344	0.835709	4.6149	36.3958
10344	0.602256	4.22576	1.66609
10344	0.547538	4.27845	1.26267
10344	0.689737	4.28551	11.8305
10344	0.704348	4.60184	4.6557
10344	0.668471	4.55224	2.09298e-05
10344	0.66997	4.55891	17.558
10344	0.657395	4.31624	6.85566
10344	0.696373	4.49252	1.51339
10344	0.684145	4.44522	5.56006e-05
10344	0.669688	4.4216	11.3156
10344	0.64994	4.45666	9.03464e-05
10344	0.628474	4.39745	0.000135786
10344	0.631322	4.46166	3.76098
10344	0.620693	4.44809	6.35219e-05
10344	0.561118	4.43778	25.2873
10344	0.609942	4.42039	9.49925
