event	Eta	Phi	pT
90013	0.552339	1.66072	2.47966
90013	0.643828	0.997092	2.92332e-05
90013	0.612199	0.999422	2.22697
90013	0.731745	1.46956	3.26724
90013	0.677336	1.12567	1.33863
90013	0.749076	1.28024	3.07626e-05
90013	0.634754	1.20544	4.38777e-05
90013	0.655734	1.18589	15.1778
90013	0.501011	1.21048	2.09593e-05
90013	0.631223	1.24584	0.000139225
90013	0.626737	1.2491	2.30042
90013	0.562309	1.26786	6.3188
90013	0.568179	1.31991	1.14359
90013	0.581554	1.33194	11.1613
90013	0.601423	1.35504	6.04478
90013	0.613758	1.33854	5.11169
90013	0.615369	1.35119	12.1081
