event	Eta	Phi	pT
92618	-1.70551	5.40495	2.78515e-05
92618	-2.04258	5.26476	1.52872
92618	-1.87855	5.30289	4.68189
92618	-1.92758	5.34147	0.644146
92618	-1.79979	5.47715	1.03315
92618	-2.06446	5.39624	0.503402
92618	-2.05264	5.42351	1.52288
92618	-1.91319	5.44844	5.7844e-05
92618	-2.01844	5.76016	2.28253e-05
92618	-1.88271	5.53647	1.56689
92618	-2.03869	5.467	1.87241
92618	-2.07107	5.49843	3.99993
92618	-1.94174	5.51311	1.66311
92618	-2.03593	5.50273	2.9176e-05
92618	-2.08457	5.63897	4.02073e-05
92618	-2.00604	5.68517	7.06036e-05
92618	-2.01369	5.66964	3.39111
92618	-2.05141	5.64029	2.52185
92618	-2.01601	5.61576	0.000380996
92618	-2.01984	5.59395	2.73626
92618	-2.01672	5.60806	8.97346e-05
92618	-2.00119	5.59986	95.3976
