event	Eta	Phi	pT
56228	-1.68537	2.63199	1.44191
56228	-1.84921	2.76918	2.53591
56228	-1.91642	2.56149	5.25427
56228	-1.84762	2.62316	5.66963e-05
56228	-1.85941	2.64437	0.000260204
56228	-1.98262	2.62406	1.68501
56228	-1.9135	2.62212	0.000245293
56228	-1.9474	2.6245	5.5434
56228	-1.93957	2.64519	0.000113716
56228	-1.9276	2.69169	49.8982
56228	-1.97903	2.6024	4.00437e-05
56228	-1.98917	2.60505	6.80257
56228	-1.68791	2.55438	1.65717
56228	-1.72895	2.55954	1.81868
56228	-2.10508	2.35948	9.59604
56228	-2.06298	2.37256	9.76998e-05
56228	-2.0323	2.38595	0.000372632
56228	-2.03556	2.37273	0.000674359
56228	-1.9331	2.27789	105.271
