event	Eta	Phi	pT
10299	0.597796	5.28832	2.17299
10299	0.543679	5.48586	3.5046e-05
10299	0.567698	5.53144	18.4771
10299	0.571403	5.5362	21.7496
10299	0.108489	5.73307	10.9356
10299	0.0442661	5.68582	2.52613
10299	0.308262	5.24935	5.52525
10299	0.156313	5.66418	2.31951e-05
10299	0.157989	5.58383	4.71529
10299	0.113028	5.43364	5.93711e-05
10299	0.327483	5.44386	4.52752e-05
10299	0.327986	5.4275	7.66592
10299	0.154548	5.5456	3.99164e-05
10299	0.180718	5.53783	2.08916
10299	0.219576	5.54687	3.60651
10299	0.30004	5.44128	2.87686e-05
10299	0.200786	5.47882	1.61694
10299	0.228153	5.45711	28.7777
