event	Eta	Phi	pT
13646	-1.27481	1.5769	3.39841
13646	-1.35721	1.52102	4.78733e-05
13646	-1.11362	1.50359	4.80292
13646	-1.18437	1.49186	5.3411e-05
13646	-1.41071	1.14051	1.88593
13646	-1.35375	1.0663	4.49444
13646	-1.07507	1.41789	0.00010484
13646	-1.20832	1.42609	10.3402
13646	-1.23128	1.40776	3.86191e-05
13646	-1.08516	1.37356	8.46601
13646	-1.19698	1.38554	4.03905
13646	-1.17782	1.33826	9.77298e-05
13646	-1.1477	1.3084	7.97853
13646	-1.17693	1.21215	0.000116844
13646	-1.18898	1.20302	78.1801
13646	-1.18257	1.1899	18.9331
