event	Eta	Phi	pT
68090	-2.14964	0.954698	0.000138474
68090	-2.12419	1.02311	7.63424
68090	-2.09358	1.00613	1.42266
68090	-2.07363	1.00208	22.0034
68090	-2.28492	1.23272	0.651948
68090	-2.22482	1.18988	1.0955
68090	-2.3019	1.12682	3.75662
68090	-2.3061	1.07837	5.68681e-05
68090	-2.39769	0.744382	6.92042
68090	-2.5558	0.964808	11.1452
68090	-2.52078	0.892159	6.34764
68090	-2.49551	1.00024	3.30046e-05
68090	-2.45494	0.921949	0.000145546
68090	-2.46733	0.936411	6.53277
68090	-2.43219	0.919099	4.66294e-05
68090	-2.3594	0.934829	17.6249
