event	Eta	Phi	pT
59233	1.44128	3.69441	0.954893
59233	1.02381	3.55506	1.5729
59233	0.924989	3.91088	3.29151
59233	1.19137	4.01098	2.05505
59233	1.0402	3.96293	2.92786
59233	1.13882	3.99054	2.29597e-05
59233	1.3122	3.88716	2.90357
59233	1.16802	3.88989	6.14521e-05
59233	1.16839	3.92545	16.2857
59233	0.992105	3.6807	2.84855e-05
59233	1.26082	3.85795	2.17454e-05
59233	1.13315	3.8723	3.78161e-05
59233	1.32476	3.73756	1.40806
59233	1.06928	3.66217	2.71369
59233	1.06135	3.71334	3.42456
59233	1.18179	3.63559	5.35389
59233	1.26707	3.7014	0.967029
59233	1.19714	3.67613	8.82051
59233	1.10533	3.7482	4.78807e-05
59233	1.16166	3.82431	3.27198
59233	1.14541	3.78993	9.54188e-05
59233	1.16189	3.80258	8.91702e-05
59233	1.16724	3.80028	6.27924
59233	1.21437	3.78638	2.23699
59233	1.18343	3.70839	2.96652e-05
59233	1.1766	3.72696	1.09248
59233	1.19666	3.74072	13.7188
