event	Eta	Phi	pT
11281	-1.08335	0.94834	4.43562e-05
11281	-1.21612	1.05585	5.34253e-05
11281	-1.5387	1.04037	1.28541
11281	-1.24093	1.02114	3.18671e-05
11281	-1.20122	0.984926	2.69308
11281	-1.25992	1.02267	1.95014
11281	-1.44107	1.03582	2.37305
11281	-1.22449	0.932511	2.45734
11281	-1.43985	0.99081	1.84105
11281	-1.22069	0.845955	1.98047
11281	-1.29015	0.916469	1.23398
11281	-1.55834	0.767065	1.87659
11281	-1.47536	0.784221	0.00015139
11281	-1.43526	0.829772	0.000149218
11281	-1.40417	0.772807	39.1329
