event	Eta	Phi	pT
94928	0.359032	5.86546	2.03817
94928	0.246263	5.35291	1.32636
94928	0.318509	5.36877	7.13424
94928	0.362443	5.36975	14.8719
94928	0.343634	5.4709	6.297e-05
94928	0.663318	5.73206	3.06478
94928	0.494927	5.73788	1.78695
94928	0.485563	5.69311	12.9109
94928	0.430401	5.61455	1.4137
94928	0.588744	5.716	1.02302
94928	0.596435	5.69464	6.0536
94928	0.430589	5.51225	6.18807e-05
94928	0.551477	5.61611	9.99774e-05
94928	0.514356	5.59255	8.52047e-05
94928	0.526389	5.59466	6.32649
94928	0.647448	5.61639	8.94595e-05
94928	0.558671	5.60334	0.000100453
94928	0.661193	5.52048	13.575
94928	0.624144	5.49847	2.15858
94928	0.598695	5.5177	3.0395
94928	0.541962	5.53749	1.67455
94928	0.564665	5.51401	15.8147
