event	Eta	Phi	pT
86928	1.28416	0.550838	2.95076
86928	1.46874	0.420893	1.29986
86928	1.3445	0.935658	1.15191
86928	1.29531	0.753707	4.09115e-05
86928	1.60247	1.02516	2.67526
86928	1.51562	0.549658	2.38023
86928	1.64837	0.586158	12.0022
86928	1.56558	1.00081	1.63857
86928	1.57058	0.957646	4.64018
86928	1.45602	0.732122	6.54409
86928	1.50889	0.704392	1.62964
86928	1.50318	0.854746	4.56263e-05
86928	1.61007	0.685707	0.000112903
86928	1.55265	0.716503	6.71945
86928	1.58885	0.707456	5.19688
86928	1.51153	0.784853	4.7451e-05
86928	1.65391	0.902079	1.22844
86928	1.56625	0.804091	4.07072e-05
86928	1.60344	0.775824	3.12688e-05
86928	1.59264	0.818397	0.000231777
86928	1.61603	0.811372	31.5585
