event	Eta	Phi	pT
62813	-0.556001	5.61264	4.09974e-05
62813	-0.545204	5.55347	4.20247
62813	-0.523785	5.56596	19.8471
62813	-0.663531	5.00302	3.69376e-05
62813	-0.45326	5.07953	4.09337e-05
62813	-0.473703	5.06076	7.14057
62813	-0.510067	5.28663	2.29947
62813	-0.493168	5.11084	0.000131536
62813	-0.462616	5.12472	6.7198e-05
62813	-0.482353	5.19812	20.4682
62813	-0.815892	5.1706	3.29787
62813	-0.689037	5.20068	12.4576
62813	-0.680988	5.52007	1.32133
62813	-0.820864	5.29797	7.73624e-05
62813	-0.857298	5.40744	4.09824e-05
62813	-0.862078	5.40605	1.51091
62813	-0.807763	5.35773	9.89818
62813	-0.754098	5.42821	2.36245
62813	-0.741113	5.42902	16.9554
